cat,bio1,bio12,CTI_1K,ELEV_1K,EVI_mask_1,EVIM_1K,M13RB1ALT,M13RB2ALT,M13RB3ALT,M13RB7ALT,NPP_Mean_1,RELIEF_1K,SLOPE_1K,lstday,lstnight,coords.x1,coords.x2
1,207,64,13.459064,21,0,938,2945,3759,1268,4204,43978.894531,33,1,NA,NA,-852174.591754201,-2221561.26403761
2,207,1311,15.659485,1221,1,3735,534,2575,288,900,10459.561523,36,2,302,288,-269248.386772932,-1766432.64857662
3,210,1105,12.633874,1170,1,3967,465,2639,270,945,9096.685547,26,3,302,288,-544405.169241451,-1660098.48121747
4,198,1040,11.671703,1541,1,3717,425,2351,258,950,8684.511719,76,4,302,286,-261261.28789007,-2109747.81998046
5,237,1259,15.745346,536,1,3255,642,2386,393,1117,5195.356445,27,2,304,291,-599330.647937206,-1227495.99669013
6,208,622,13.452697,1290,1,2918,1086,2851,556,2352,4212.881836,31,2,309,287,-638396.383324252,-2305725.27312454
7,211,1299,13.68488,1122,1,3511,492,2358,274,864,6335.070801,11,1,304,287,-243214.246663935,-1785141.28425162
8,238,1267,14.320887,517,1,3662,655,2591,472,1061,7772.643555,25,1,303,291,-607924.09141427,-1207869.17990876
9,242,457,15.508352,164,1,2133,750,1891,415,1495,5937.101074,62,1,305,292,-686078.461290836,-1877320.97796409
10,219,1343,13.212749,1084,1,3042,707,2351,406,1384,5597.40625,35,2,306,288,54314.9369579964,-1621852.49281127
11,198,860,12.93366,1429,1,3236,802,2683,389,1550,5671.375,26,1,307,286,-612863.12733658,-2209022.00574961
12,212,1380,11.64144,1051,1,4711,372,2832,273,821,9066.137695,99,5,301,290,-538211.729116874,-1390060.06042372
13,224,993,11.264233,740,1,3521,509,2418,280,1077,8597.522461,97,6,305,291,-563941.932102559,-1630317.39072378
14,213,1314,12.508605,1113,1,3768,548,2627,309,1007,9074.936523,77,2,301,288,-527395.159403451,-1412683.17529267
15,205,648,14.856483,1261,1,2447,822,2168,437,1289,3250.008057,11,1,312,286,-660150.05246104,-2280644.60360415
16,199,1325,12.474559,1288,1,3757,433,2348,288,746,11961.798828,46,2,299,289,370332.45699359,-1888954.1481609
17,211,1450,12.175962,1167,1,3937,443,2519,287,791,5829.116211,88,3,301,286,-326347.494923635,-1560086.09228784
18,188,1302,12.787414,1688,1,2957,670,2291,353,1243,8241.253906,50,4,303,285,-409563.918203356,-1896445.5315369
19,205,1370,12.479468,1275,1,3871,448,2503,256,778,10503.439453,45,2,300,290,-223648.979326432,-1763496.94953911
20,191,786,14.55588,1513,1,2936,1032,2850,465,1710,4861.222168,34,3,307,286,-674733.921475423,-2208162.71204469
21,197,1322,13.697628,1457,1,3520,523,2447,290,981,9040.956055,27,1,304,284,-405476.775385532,-1805481.06525899
22,216,1127,10.985545,1268,1,2757,622,2106,321,1226,10022.169922,369,36,306,289,-650086.574984646,-1925326.27533317
23,226,1051,12.526052,827,1,3566,551,2480,366,1018,8374.259766,27,2,304,288,-500551.977367187,-1580359.88483682
24,208,1205,13.201407,1129,1,3748,479,2485,275,878,7472.701172,10,1,302,288,-349470.369640774,-1666160.4297993
25,250,1073,11.910923,424,1,3650,796,2659,643,1213,7534.973633,23,3,302,292,-698810.862797552,-1224730.62331673
26,216,935,15.131817,1056,1,2233,985,2266,513,1854,5538.198242,3,0,310,287,218022.652019135,-2232466.81277072
27,248,948,12.323824,78,1,4602,983,3274,973,1063,12690.40918,49,2,298,292,-870502.312285707,-1113191.64255337
28,239,907,13.008687,596,1,3568,572,2492,350,936,8748.461914,41,5,301,289,-592861.5389537,-1347197.41972979
29,243,593,19.385382,26,1,2179,1110,2315,715,1950,6073.133301,23,1,309,292,-679695.553757178,-1703091.15927841
30,238,629,13.671411,281,1,4170,551,2792,365,1112,10481.204102,36,2,303,291,-634630.716179399,-1713942.98891657
31,221,1066,13.779539,1029,1,3441,596,2464,358,1205,8054.620605,24,1,305,288,-469415.518709907,-1587039.35945202
32,251,970,10.855756,407,1,4685,620,3076,552,910,12510.186523,56,9,299,291,-733893.884346382,-1289446.59452752
33,251,1144,14.335708,58,1,4484,1236,3317,1261,1469,7118.463867,41,5,300,292,-866082.629435162,-1075935.2025555
34,211,1226,14.447133,1086,1,3351,535,2314,306,1039,5497.360352,11,1,305,287,-310362.86832913,-1709844.85369241
35,210,838,13.165328,1231,1,3191,811,2622,433,1608,7400.82959,8,1,308,284,-65237.2884323235,-2239316.2129757
36,211,1224,18.522549,1085,1,3416,499,2319,282,901,9566.473633,11,1,304,287,-315894.860510973,-1708617.88191137
37,192,1256,11.880326,1668,1,3310,455,2191,246,879,9265.879883,68,3,302,284,-460875.811937893,-1766894.56248933
38,195,1293,14.159451,1543,1,2629,982,2533,487,1769,7311.369141,18,0,306,286,-453027.144495161,-1894135.76884765
39,211,1199,15.312682,1065,1,2945,561,2135,314,877,7550.087402,6,0,305,287,-334289.081119144,-1684137.95235623
40,253,949,35.82037,16,1,4344,1088,3189,1062,1188,13789.081055,0,0,299,292,-855086.764882788,-1122889.9717818
41,239,492,12.289816,341,1,1912,1071,2160,575,2250,4072.369385,29,2,313,292,-706933.295137989,-1944489.65182519
42,251,971,17.171942,34,1,4143,1114,3191,1043,1209,11155.993164,30,1,299,291,-857460.892056533,-1114551.58978562
43,218,1070,15.312682,1019,1,3540,520,2441,295,1018,9070.959961,33,0,303,288,-490753.717949206,-1615009.4852466
44,210,1100,14.282776,1363,1,3491,500,2364,274,1077,9283.617188,41,2,304,285,-109655.857616164,-2031575.44546507
45,241,275,14.214069,74,0,1273,1909,2770,969,3251,2412.129395,14,1,NA,NA,-736116.587001155,-1949106.1212635
46,250,945,13.435006,436,1,4729,598,3056,548,888,12981.84082,72,1,300,291,-724118.170699473,-1296166.4809669
47,243,958,12.227217,568,1,3973,688,2775,540,1021,12273.429688,58,2,300,291,-715804.088900814,-1295759.30816197
48,252,921,35.82037,6,1,3709,1264,3043,1192,1338,11924.731445,7,0,299,291,-870071.083470452,-1107264.45852171
49,230,686,16.095209,547,1,2344,830,2091,490,1842,6898.182617,63,2,310,290,-716316.104978647,-1977922.66266571
50,242,254,24.158514,38,1,1307,2089,3003,1054,3627,2376.23291,12,0,314,293,-728819.876560076,-1942971.93874226
51,240,291,12.527046,111,1,1325,2096,3024,1068,3421,2396.476807,109,3,316,293,-735440.379803014,-1951283.52618861
52,255,987,35.82037,36,1,3576,1122,2908,976,1335,9450.481445,17,0,300,292,-834503.389022112,-1136588.25123584
53,237,314,11.962238,177,1,1416,1687,2598,877,3111,2843.773682,109,9,312,292,-751817.411516,-1952423.13557142
54,227,1468,13.366772,1039,1,3557,542,2451,326,933,8418.178711,21,1,304,288,160183.817246743,-1541603.09527819
55,254,1117,11.185372,95,1,4667,1097,3261,1189,1174,12720.186523,77,6,300,293,-827076.812652843,-1092884.43387189
56,190,1264,12.302507,1780,1,3362,469,2248,257,848,8986.254883,44,2,303,286,-475035.286332147,-1779533.4216416
57,224,1048,11.621481,930,1,3102,611,2302,362,1068,8111.197754,61,4,305,289,-491630.984341266,-1587051.08073082
58,192,1379,12.712483,1616,1,2432,809,2160,411,1340,7585.529297,44,3,308,285,-372363.187596782,-1822255.17681776
59,199,1236,12.474559,1479,1,3447,505,2370,259,936,9202.000977,136,2,303,287,-467555.308838655,-1820414.28700512
60,232,736,11.904588,914,1,2986,711,2385,367,1480,7313.962891,97,7,305,290,-619357.890859863,-1773419.37049682
61,240,276,13.506174,68,0,1293,2060,2967,1008,3560,3157.14502,13,0,NA,NA,-750045.29716937,-1954608.05949427
62,220,1066,12.22164,1054,1,3626,600,2603,359,1117,6502.532715,49,2,304,288,-484460.072394576,-1590787.98497658
63,220,1068,13.61282,1032,1,4638,444,2993,315,959,9343.40332,31,2,302,289,-485675.37716369,-1582448.76370826
64,218,1099,13.964994,1096,1,3651,523,2532,284,961,9306.749023,45,3,303,287,-405511.420142577,-1566672.72405667
65,210,868,14.557417,1230,1,2574,1021,2516,526,1786,4831.81543,14,0,312,287,-544355.859982454,-2182844.81569386
66,177,1258,13.252617,1875,1,2574,622,2012,311,1141,6065.544434,33,2,304,285,-540114.330728709,-2008969.76091732
67,239,272,12.033776,62,1,1327,2057,2969,1047,3526,2456.960449,58,6,314,292,-763383.243794954,-1964052.47006362
68,200,869,14.392057,1365,1,2522,1440,3059,703,2535,4423.54541,16,1,311,288,-612691.131606256,-2201319.08062532
69,267,884,12.168491,122,1,3285,958,2686,749,1280,6916.944336,22,2,302,292,-781480.419556628,-1233064.82818962
70,202,1334,11.910923,1245,1,3049,922,2684,506,1671,6856.627441,39,3,307,288,-586714.630257256,-1981537.81115328
71,238,1232,16.005829,645,1,4283,492,2855,296,908,9228.616211,26,0,306,290,-354533.96923401,-1520850.48790835
72,197,859,15.609172,1434,1,3003,980,2828,437,1779,5888.079102,40,1,306,286,-614960.936404249,-2210796.98770001
73,222,1257,11.395101,986,1,4214,352,2560,218,694,11044.834961,58,11,300,290,-402713.432598822,-1446620.44640628
74,208,1217,13.790947,1133,1,3860,433,2494,240,824,5841.677246,32,3,302,286,-378168.087196463,-1744498.56384607
75,202,1325,17.165861,1249,1,2662,707,2214,318,1163,5044.28125,28,1,304,287,-580610.922468024,-1978129.96408473
76,262,850,13.104899,114,1,4130,921,3044,796,1368,6810.772949,62,3,303,292,-801132.10458518,-1253466.57246134
77,258,489,12.358615,217,1,3809,631,2645,472,1077,9034.946289,31,2,303,291,-706624.592916016,-1426308.10504713
78,241,485,17.327585,150,1,2057,1292,2550,663,2675,5322.824707,29,0,310,293,-671282.224084127,-1773346.91107523
79,240,516,12.607749,256,1,2490,861,2213,520,1888,7173.182617,48,2,307,292,-667410.787747126,-1780420.22723293
80,230,1270,11.684637,823,1,3951,379,2449,227,710,10267.649414,125,8,302,292,-314884.525264415,-1465991.34664157
81,246,924,13.894554,127,1,3045,1389,2942,1188,1831,4810.837402,9,1,303,292,-850212.997740739,-1176036.21078436
82,220,1062,14.593156,882,1,2806,1010,2706,483,1877,8582.300781,38,2,309,289,-668300.750560939,-1986206.1751645
83,237,1278,13.186375,640,1,3709,528,2539,304,912,9025.513672,41,4,305,289,-284687.697196864,-1483399.31366456
84,233,1271,12.142118,738,1,3979,429,2560,244,768,7698.571289,43,5,302,290,-301059.127783473,-1469880.34264997
85,198,1249,13.357577,1676,1,3138,569,2275,298,1096,7688.93457,35,1,303,285,-534626.160420068,-1912529.80344288
86,265,855,14.793062,120,1,3497,867,2713,663,1197,7214.747559,21,1,303,291,-779082.389492351,-1268590.06177395
87,222,885,11.174201,798,1,2471,984,2435,489,1859,7719.0625,67,6,309,290,-707956.921051833,-1986361.5257275
88,227,799,12.518465,655,1,2637,779,2216,439,1601,6817.756836,67,2,308,291,-709865.00629358,-1978944.86795214
89,204,1224,14.292237,1570,1,3246,617,2391,328,1147,8356.183594,86,9,304,287,-553476.532583853,-1908946.26683956
90,246,912,14.300019,112,1,3034,1248,2755,1098,1685,6117.882324,34,1,302,292,-860697.810453595,-1175740.24399872
91,241,531,12.36652,283,1,2667,861,2381,451,1664,7577.902832,24,2,308,291,-659690.087550865,-1801810.00255768
92,226,929,11.15626,725,1,2945,713,2320,404,1517,8294.46582,73,14,310,289,-685681.759709381,-2010124.25241986
93,247,678,12.895708,530,1,3226,803,2576,505,1366,7475.578125,53,2,304,291,-671412.98642808,-1346934.04812893
94,223,1029,10.483437,859,1,3240,656,2424,358,1334,9140.212891,147,25,309,290,-666668.687509489,-1978373.52076497
95,222,1099,12.222906,845,1,3756,519,2542,309,1147,9580.958008,37,5,307,288,-641284.870339021,-1968274.88970631
96,221,1218,16.157,891,1,3456,592,2454,362,1035,7395.343262,43,2,303,291,-541923.125712475,-1216099.45391753
97,183,1335,13.626806,1823,1,2693,630,2093,329,1179,7654.143555,31,1,306,283,-431021.040603931,-1949602.17875853
98,214,1229,13.532147,996,1,3271,679,2520,341,1293,8705.49707,37,3,307,288,-624560.124892378,-1975113.92734105
99,263,733,18.180136,83,1,3386,913,2650,771,1316,7039.973145,28,2,303,291,-781659.50443382,-1317016.64644754
100,233,1177,11.12191,726,1,3564,517,2470,272,938,9230.169922,43,6,304,290,-402105.72480496,-1465895.95187646
101,184,1288,15.312682,1808,1,2641,592,1974,343,1108,7496.856934,13,1,306,283,-405900.752612454,-1944768.65106454
102,236,972,12.928616,883,1,3320,585,2402,330,1148,8245.501953,52,1,307,288,-612131.984639342,-1840831.27971308
103,201,1234,13.157597,1425,1,3846,329,2310,194,715,14147.488281,31,1,301,286,-217505.629219517,-1957582.88244294
104,238,937,10.438679,1367,1,3436,436,2237,241,909,9882.725586,194,26,303,288,-583206.246669229,-1825156.9454179
105,221,1199,11.133212,981,1,3596,539,2482,324,890,8585.230469,64,7,301,289,-557453.464741093,-1282874.16775123
106,225,694,16.235939,981,1,3432,437,2236,259,939,3475.832031,232,11,305,292,-743782.916947422,-2195078.25078736
107,263,599,13.353444,43,1,2517,769,2151,437,1572,5678.010742,27,1,306,292,-787218.080320251,-1354237.42158129
108,237,1232,13.568934,641,1,3547,580,2531,327,1134,8439.460938,22,1,307,289,-333173.795822135,-1493616.43161543
109,221,883,9.885823,1252,1,3524,580,2534,296,1127,4883.690918,464,41,305,291,-714050.398951542,-2152633.60580205
110,215,1228,16.519489,993,1,3229,636,2409,355,1213,8743.835938,37,2,307,288,-625952.438992248,-1967911.85005054
111,261,549,15.203707,59,1,2432,983,2307,627,1800,17459.869141,18,0,306,292,-773450.189237651,-1377080.70634912
112,204,1222,18.258848,1554,1,3324,558,2362,289,1103,7817.604004,58,2,303,284,-534441.019637368,-1901457.89739475
113,259,525,12.655385,95,1,3071,690,2260,495,1224,5890.831055,65,2,304,293,-770805.100877638,-1391582.71737826
114,243,496,11.919046,118,1,2631,858,2330,488,1726,7020.558594,80,9,308,292,-652530.838522521,-1758240.93524237
115,224,1028,12.839,746,1,3061,1079,2886,605,2208,6058.288086,28,3,312,290,-656074.885488415,-1985008.90548586
116,212,851,12.983719,1201,1,2559,1039,2551,506,1720,5101.938965,14,1,310,287,-539421.756927505,-2186574.22009031
117,247,889,12.636605,446,1,2962,900,2534,536,1229,6454.620605,40,3,304,290,-648054.982418308,-1305025.77585893
118,241,489,12.632682,210,1,2371,837,2157,439,1615,7669.789551,78,2,307,292,-675634.978219998,-1796061.92286945
119,261,642,12.965229,115,1,3185,931,2591,725,1357,6962.980957,30,2,303,291,-766924.511002998,-1348120.93211613
120,249,725,10.902738,444,1,4698,643,3101,559,899,13884.737305,66,9,299,290,-712067.668973091,-1341299.5842961
121,210,744,11.837564,1146,1,2447,730,2046,413,1515,4736.154297,26,3,309,286,32523.0481548942,-2347216.67678749
122,235,649,14.50593,706,1,2700,874,2404,453,1719,4730.803223,198,3,310,290,-748568.233990323,-2128367.43160485
123,222,1311,11.982748,892,1,3842,573,2677,367,1032,8901.605469,71,3,305,291,-241052.200751161,-1607100.50724021
124,218,1429,14.79067,1041,1,3850,392,2391,236,738,4695.376465,104,6,300,290,-427689.161932325,-1308951.5471901
125,193,1101,13.458804,1676,1,2961,553,2121,294,1130,7132.832031,25,1,303,285,-434885.244316118,-2085302.93984744
126,234,603,13.228285,663,1,2609,1014,2537,524,2111,4758.787598,12,1,312,290,-752198.645537481,-2115134.80713561
127,234,576,13.68239,643,1,2336,1372,2884,647,2606,4217.873535,9,1,312,290,-757575.244072185,-2114961.61733485
128,264,642,13.508274,49,1,3268,955,2608,776,1391,6914.978516,15,1,304,292,-776418.452081682,-1341639.68446995
129,263,674,15.985654,73,1,3067,910,2480,713,1337,6790.126465,43,2,303,292,-774939.580526014,-1335646.4724184
130,189,82,15.364251,502,0,830,2898,3601,1290,4266,65533,12,1,NA,NA,-854697.933037545,-2409911.74711144
131,222,1300,12.092989,877,1,3504,578,2480,339,1039,8737.333008,27,3,306,290,-234333.653232814,-1617587.94187803
132,207,1148,12.082178,1174,1,3752,482,2497,263,972,10255.75293,40,3,302,289,-425137.120891699,-1668175.5470371
133,232,1279,14.510559,686,1,3595,542,2519,301,959,8992.195312,10,0,307,289,-267402.45383682,-1567092.61000315
134,226,1454,12.359515,1025,1,4037,440,2589,273,833,9115.498047,65,2,302,289,97463.5918558927,-1539335.67346682
135,229,889,12.263034,906,1,3123,1151,3145,523,2025,5528.106934,33,2,309,289,-692564.493210827,-2118452.285103
136,207,879,15.300034,1377,1,3606,498,2420,293,1019,8728.101562,28,1,304,285,-217642.34413499,-2229048.15829867
137,223,1354,14.214069,896,1,3712,492,2457,313,791,8497.232422,8,0,303,288,-192525.347830943,-1595460.77994544
138,216,1115,15.724795,1107,1,3478,524,2410,300,997,9168.564453,31,2,303,287,-446566.534790095,-1596790.08380885
139,210,1448,11.559234,1178,1,4024,447,2571,294,852,9363.082031,42,5,302,288,-326584.822911169,-1571920.59502701
140,216,599,14.214069,1100,1,2890,893,2559,462,1763,5643.770996,3,0,309,286,82089.819315419,-2487642.33353715
141,215,1336,11.621743,1067,1,3522,550,2451,324,1033,8264.837891,42,4,302,289,-519526.949877222,-1331555.23322662
142,203,160,10.785432,672,0,935,1472,2048,722,2453,27556.873047,257,10,NA,NA,-808789.442831147,-2331787.31082448
143,240,548,11.04004,110,1,2411,1086,2438,670,2043,6703.93457,50,8,309,293,-681470.893556194,-1736168.55209283
144,254,1164,13.871769,86,1,4266,1190,3246,1208,1232,12613.992188,56,2,300,292,-830960.966070754,-1072914.55409272
145,201,1302,20.136297,1355,1,3463,517,2379,287,983,9984.761719,87,1,301,286,-117061.489200741,-1882672.20206412
146,228,648,14.208646,1140,1,2684,1013,2600,506,2164,5763.833496,25,1,310,288,-184391.328178395,-2445302.87185184
147,251,705,15.312682,16,1,3381,511,2303,335,632,12133.908203,23,0,303,295,-645027.578488448,-1604787.54436324
148,198,1351,13.714268,1355,1,3665,461,2344,326,801,9824.538086,35,2,299,287,403742.866949362,-1885978.16754163
149,198,976,13.506174,1497,1,3347,567,2364,315,1163,8938.209961,33,1,304,286,-276631.482513595,-2158830.42325414
150,244,594,12.393104,69,1,3768,600,2637,367,1106,11884.135742,53,4,305,292,-645788.736478511,-1697635.50220325
151,219,498,14.027228,1191,1,2202,1522,3040,604,2490,3348.721436,19,0,312,287,-602609.487694342,-2394352.0027294
152,235,674,13.720882,1148,1,3053,737,2436,396,1528,4953.135254,14,1,308,289,-510452.241165626,-2351071.04157646
153,220,207,14.048912,418,0,1092,1972,2737,929,3284,1762.02063,25,1,NA,NA,-818894.322276282,-2187848.86763677
154,230,637,15.198527,1137,1,2728,1020,2623,523,1927,5147.345215,5,0,309,289,-449689.102498776,-2372248.70328069
155,211,1226,14.105094,1202,1,3992,310,2357,198,659,13828.021484,32,1,301,285,50916.7029181109,-1869640.51032455
156,228,663,14.619534,1167,1,2737,1060,2671,569,2153,5856.519043,2,0,311,286,-374422.877149431,-2352872.97842562
157,215,616,17.042324,1073,1,2851,955,2581,544,2074,5170.174316,3,0,311,286,141229.004893592,-2495464.7829178
158,240,1441,12.264528,795,1,3543,561,2478,336,975,7887.429199,28,2,305,290,156846.293563938,-1467841.33839614
159,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-694945.094040505,-1736598.12369306
160,226,568,17.601938,1109,1,2519,1455,3094,736,2801,3642.497559,6,0,313,289,-446516.759922804,-2455759.09028494
161,205,1257,16.557346,1393,1,3366,578,2373,339,1225,8705.59668,7,0,305,286,-16312.9063407862,-1863402.60109323
162,239,581,15.545745,132,1,2244,1057,2323,630,2082,6277.326172,24,1,309,292,-676144.795507635,-1719826.95139066
163,241,570,12.759601,120,1,2206,1049,2282,629,1906,6816.930176,19,1,308,291,-664467.252696408,-1714194.45839305
164,203,45,14.781002,115,0,770,2589,3171,1304,3925,65533,5,1,NA,NA,-867876.608566131,-2277558.10976853
165,242,566,12.773124,279,1,3520,592,2542,322,1148,9727.256836,33,4,304,290,-657200.855411202,-1856306.50080474
166,209,1329,13.68488,1265,1,2829,1018,2693,536,1851,39681.785156,10,1,306,286,25856.0937714427,-1773430.13980157
167,225,660,15.824031,1153,1,2691,998,2581,508,1923,4252.25,5,0,310,285,-560119.03432075,-2309373.11680259
168,226,591,13.466304,1118,1,2371,667,1850,455,1407,3646.188232,3,1,312,289,-568419.196466675,-2370490.87188872
169,210,1224,14.619534,1094,1,3685,497,2465,284,966,9160.55957,4,0,304,285,-292193.854794255,-1671448.67838354
170,209,1158,13.543763,1222,1,3646,485,2443,291,940,8958.648438,18,1,304,288,-388700.208842532,-1597530.10643614
171,197,934,17.850273,1406,1,3217,881,2720,486,1856,5739.033203,36,1,307,286,-624333.741508589,-2161430.68084672
172,187,1240,12.594974,1795,1,2758,955,2601,439,1659,7802.96582,18,2,304,285,-423578.578395447,-2011514.30047261
173,233,1228,11.286229,697,1,4335,346,2645,211,634,12768.051758,108,12,302,293,-404077.766865316,-1410988.10243951
174,206,1260,13.913654,1186,1,3960,506,2617,318,1013,7963.200684,60,6,302,288,-267916.297264035,-1663580.59353411
175,214,1355,12.744363,1069,1,3832,423,2395,277,845,9906.570312,42,3,302,289,-469383.829479604,-1386552.60143445
176,226,597,35.82037,1115,1,1948,927,2010,484,1527,2972.772461,0,0,314,289,-554463.171315505,-2393841.06821797
177,228,388,12.577342,645,1,2192,779,1961,414,1641,3267.255615,329,15,311,292,-785954.123961702,-2193062.38796807
178,206,1356,11.661021,1187,1,3895,427,2457,269,742,14320.992188,121,8,300,287,-232582.776199538,-1664748.49772518
179,224,255,15.186026,469,1,1332,2029,2986,926,3712,1805.192383,11,1,318,291,-800840.385238189,-2203019.04749204
180,217,209,11.57362,473,0,980,1486,2093,735,2845,19369.507812,47,5,NA,NA,-816325.359335286,-2206636.97765435
181,211,1120,13.094565,1104,1,3274,565,2350,316,1147,8054.618652,23,1,305,287,-416210.986391824,-1611839.24182086
182,215,146,14.28596,334,0,922,2098,2746,1023,3203,3523.743164,12,1,NA,NA,-813882.943671517,-2255399.9007714
183,178,758,12.853506,1768,1,2794,755,2273,431,1699,4166.271973,25,1,307,283,-709961.754184284,-2221157.41248247
184,220,1226,10.750453,943,1,3469,550,2437,296,1010,8195.62793,57,10,302,290,-541929.647032193,-1227958.27580635
185,193,1223,12.23711,1639,1,3504,571,2461,325,1090,9150.388672,46,5,303,283,-361317.669577295,-1985319.53513444
186,228,652,13.357577,1153,1,2652,1015,2563,528,1930,4958.618652,3,1,309,289,-456927.178824103,-2354527.01246632
187,208,1268,11.776556,1172,1,3736,460,2433,282,821,9631.165039,28,4,301,286,-263505.317702512,-1658310.44791253
188,220,1221,12.960126,888,1,3890,463,2548,276,843,8024.533691,117,8,301,290,-553009.024395635,-1233102.08665177
189,219,415,14.324419,1167,1,1935,1210,2357,623,1848,2806.539062,6,1,315,287,-610890.149506339,-2432645.087644
190,242,1234,11.30707,324,1,4211,1068,3018,1110,1213,11037.331055,54,6,299,292,-793365.117919425,-1056766.77722977
191,208,1165,12.535138,1368,1,3503,544,2453,298,1108,8349.573242,44,2,305,287,-553531.035887398,-1720774.71518499
192,210,1263,14.027228,1143,1,3693,470,2416,283,826,9752.265625,7,0,302,286,-335442.363110255,-1625611.20386238
193,246,1249,11.996003,219,1,4053,1460,3328,1508,1435,8868.228516,134,3,298,292,-803010.242199074,-1073376.61376793
194,201,1236,12.673625,1319,1,4073,453,2582,296,760,8797.285156,16,1,300,287,376504.461422209,-1944040.70017432
195,201,1228,11.527442,1282,1,3812,482,2463,316,887,8279.46582,91,5,302,289,358790.249749982,-1946906.36008535
196,218,1236,10.578111,978,1,3798,547,2617,341,923,7896.873535,60,13,301,290,-564078.33337473,-1233694.52516513
197,251,1207,11.363259,187,1,4440,1312,3442,1320,1344,11613.318359,53,5,300,291,-806179.484871703,-1062778.53580969
198,200,1183,13.413521,1476,1,3328,517,2293,277,973,9189.46582,44,6,302,286,-292732.841284804,-1989267.94092673
199,242,385,11.026686,187,1,1882,1241,2354,671,2436,5775.427246,108,8,310,293,-705225.783071131,-1920343.60861439
200,236,1459,17.421761,617,1,4056,401,2568,235,748,8715.669922,71,2,303,292,-397878.929127799,-1235380.06135062
201,199,1344,12.945789,1389,1,3545,514,2402,296,984,10318.547852,37,2,302,287,-222896.401166729,-1871707.41695329
202,209,1282,18.612801,1151,1,3771,499,2518,289,935,10284.824219,13,1,302,288,-283016.002852186,-1742228.15961126
203,201,1380,16.40542,1342,1,3853,436,2440,271,721,14811.236328,55,4,300,289,-191725.706361267,-1796817.71979166
204,212,1122,14.320887,1033,1,1620,539,1348,311,672,8279.147461,17,1,304,289,-406119.746461997,-1650386.83495169
205,216,1080,15.14797,1255,1,3756,573,2664,298,1174,8567.216797,29,3,305,287,-553987.075034313,-1767421.38502284
206,207,1130,13.169585,1134,1,3969,390,2432,256,716,5032.364746,18,1,300,287,325819.686331134,-1980152.70139734
207,197,1205,13.004481,1254,1,3842,401,2362,269,717,9517.043945,21,1,300,288,328984.210506328,-1953465.41177748
208,195,1299,11.800528,1606,1,3349,591,2403,333,1146,8475.020508,118,4,304,286,-492289.122460576,-1924492.37878226
209,184,1214,14.214069,1639,1,2955,654,2263,346,1277,6567.466309,40,1,303,285,-547850.076264252,-2037695.40042516
210,212,511,14.907217,1270,1,2617,1114,2722,522,2205,3740.168945,20,1,311,287,-634495.302123344,-2362206.80172608
211,208,839,15.609172,1341,1,3078,751,2484,388,1639,6273.794434,7,0,308,286,-540942.229648505,-2200539.42227016
212,207,645,13.706361,1247,1,2711,640,2083,353,1160,3524.448486,45,1,309,287,-654274.660087684,-2284294.72964854
213,256,673,13.295132,56,1,3128,635,2297,407,934,12111.580078,22,1,302,292,-661247.125855039,-1541749.2283198
214,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-697582.430082086,-1737278.78492638
215,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-694425.508546821,-1735977.53866889
216,216,1079,12.910088,1238,1,3061,622,2305,331,1200,7844.780762,37,2,305,286,-554039.385912258,-1764737.80569717
217,242,486,12.436235,125,1,2490,830,2197,460,1656,7501.353516,75,8,308,293,-664950.584518679,-1759867.84803845
218,245,449,35.82037,15,1,1959,677,1674,438,1076,8764.792969,44,0,303,293,-663144.038937476,-1767538.23590861
219,240,730,14.50538,124,1,2055,1185,2337,742,2225,4830.234375,9,0,309,293,-717826.625500024,-1654982.8326268
220,250,1092,14.163336,84,1,3292,1386,2963,1250,1475,8673.042969,20,0,299,292,-862072.197378986,-1086128.59597471
221,216,1093,14.072466,1229,1,3209,598,2348,323,1300,8078.006348,54,2,305,287,-570635.524333218,-1736989.16021828
222,206,1279,17.69915,1182,1,3991,419,2541,258,752,10121.615234,50,2,300,288,-262040.042179824,-1656337.97362566
223,257,852,12.227672,121,1,3754,947,2832,827,1262,7647.958496,51,4,302,291,-815838.526747402,-1255008.22230425
224,212,1120,13.739853,1111,1,3610,691,2684,411,1469,8421.730469,65,6,305,288,-416051.142773803,-1599510.1463488
225,202,1333,13.563482,1236,1,3224,997,2855,590,1954,6480.251953,38,2,307,289,-587902.519860378,-1983929.38315294
226,207,1144,14.498158,1817,1,3440,502,2375,274,977,7874.163574,50,4,302,286,-559324.675310192,-1866262.89893092
227,190,1374,12.054389,1644,1,3182,579,2279,323,1049,7067.782227,40,3,304,286,-371123.305005814,-1835165.73892552
228,176,1250,11.007983,1798,1,3573,687,2713,349,1295,7418.656738,142,8,304,286,-570376.591996414,-2026641.2771853
229,200,1233,13.434677,1290,1,3657,505,2406,319,915,7867.050293,83,5,301,289,353730.973436931,-1941667.86708715
230,217,1158,12.226525,914,1,2936,1096,2887,557,2255,7426.013672,24,2,311,289,-634837.625858317,-1991203.75957718
231,221,1270,11.922508,992,1,3567,564,2498,313,940,8170.833008,56,3,302,289,-522697.86222959,-1305051.99450662
