cat,bio1,bio12,CTI_1K,ELEV_1K,EVI_mask_1,EVIM_1K,M13RB1ALT,M13RB2ALT,M13RB3ALT,M13RB7ALT,NPP_Mean_1,RELIEF_1K,SLOPE_1K,lstday,lstnight,coords.x1,coords.x2
232,209,1145,12.054389,1269,1,3555,583,2585,301,1165,9183.027344,39,3,304,288,-546936.545002107,-1717670.93107795
233,183,1225,13.575399,1704,1,3106,626,2280,359,1213,6952.064453,50,4,303,286,-528738.938118468,-2015198.48581421
234,210,1100,13.795635,1290,1,3202,599,2370,313,1119,7831.684082,76,2,306,286,-542109.08436765,-1796376.20933304
235,184,1234,12.891909,1516,1,3334,715,2617,351,1299,7029.637695,115,7,305,286,-590991.362660164,-2041688.39765357
236,198,1344,14.733441,1343,1,3587,456,2283,321,794,4814.810059,41,2,300,286,399449.818606826,-1888313.19987775
237,200,1200,12.649852,1396,1,3789,486,2565,268,939,8710.407227,50,2,302,286,-469727.819538701,-1725288.73983383
238,216,1352,11.895146,1065,1,3670,479,2442,267,926,8621.393555,38,3,301,289,-460890.340755784,-1383262.22670577
239,184,1234,12.891909,1516,1,3334,715,2617,351,1299,7029.637695,115,7,305,286,-590368.563241684,-2041263.49575629
240,192,1306,11.300575,1651,1,3570,498,2407,277,912,6570.107422,166,6,303,286,-443876.127522356,-1887883.80898204
241,282,738,13.325829,304,1,2092,1635,3041,765,2629,768.226196,12,1,313,293,-2304458.61687044,878475.796634873
242,280,842,14.214069,293,1,2631,1425,3057,759,2672,1716.572632,13,0,312,293,-2130446.11985336,798975.280269062
243,286,897,14.027228,148,1,2558,1009,2444,577,1755,1988.186035,5,1,312,293,-2072936.75200746,712022.384452843
244,277,863,14.067059,337,1,2345,1243,2662,644,2298,1170.385986,37,3,312,295,-1987659.31875812,783340.49158053
245,283,867,16.512144,206,1,2811,1006,2628,553,1855,17163.255859,47,4,311,294,-2015685.33036552,763053.402942096
246,272,1013,26.546383,337,1,3326,973,2931,539,1694,1170.485596,12,0,309,293,-2651391.66431518,752726.718556417
247,291,470,17.911757,280,1,1891,2391,3893,1063,3919,589.873657,3,0,315,292,-2156368.39036538,1047952.00022859
248,283,622,15.089539,313,0,1204,2191,3082,1012,3744,461.176605,7,1,NA,NA,-2376569.63967696,972260.271665807
249,278,771,13.520923,296,1,2292,1749,3293,860,2675,1116.948486,9,1,313,293,-2402610.75352485,862722.806554888
250,275,782,13.260439,339,1,1960,1829,3160,913,2935,888.739136,9,1,313,294,-2395948.90496542,858880.97473721
251,277,771,12.623144,327,1,1582,1412,2380,717,2214,866.050232,38,1,315,293,-2398281.57737909,864076.309915769
252,276,777,14.50538,312,1,1700,1946,3106,979,3115,1167.358276,12,1,313,293,-2401304.14496292,860363.039612895
253,275,780,13.064723,323,1,1948,2113,3505,1049,3332,1178.565552,12,1,313,293,-2397553.33602089,857037.844781372
254,286,767,15.307258,273,1,2632,1303,2952,648,2353,26505.570312,13,1,312,294,-2498026.59847122,877366.809052989
255,287,758,15.079287,257,1,2314,1430,2942,642,2364,3046.644287,7,1,312,293,-2498104.62578215,881803.862003102
256,285,781,16.512135,287,1,2193,1538,2969,736,2560,640.947144,10,1,313,293,-2507258.84670756,875028.82961724
257,285,771,12.381948,295,1,2249,1254,2629,614,2099,4384.227051,26,2,313,294,-2500704.61756447,878320.578851734
258,285,775,12.155445,331,1,2166,1185,2486,585,1885,589.736816,40,3,314,294,-2502284.41435526,877923.407746518
259,285,780,13.357577,286,1,2152,1307,2625,659,2244,466.838135,20,1,313,293,-2500994.22279915,871360.914187034
260,286,764,12.859219,282,1,2435,1111,2552,570,1932,34484.140625,21,1,311,294,-2498799.99319571,878459.679556761
261,286,771,12.821111,278,1,2109,1568,2972,730,2616,40635.222656,19,1,314,293,-2506123.2482965,880136.595335274
262,285,771,12.381948,295,1,2249,1254,2629,614,2099,4384.227051,26,2,313,294,-2500858.45458399,878508.199406469
263,286,770,13.30998,283,1,2291,1301,2682,703,2455,32100.603516,16,2,314,293,-2505747.44922549,880267.024609806
264,284,784,13.393835,317,1,2158,1173,2450,607,2189,1102.977783,21,2,314,293,-2504501.79884504,874304.732187654
265,286,766,12.611554,283,1,2003,1070,2226,557,1906,5674.003906,39,2,313,294,-2502774.96667808,881187.932647633
266,286,767,15.307258,273,1,2632,1303,2952,648,2353,26505.570312,13,1,312,294,-2498782.87406781,877406.468638654
267,285,773,14.619534,287,1,2268,1159,2510,597,2136,649.547119,22,0,313,293,-2496175.70863488,873663.847204791
268,285,773,14.619534,287,1,2268,1159,2510,597,2136,649.547119,22,0,313,293,-2496023.19693923,873419.579560677
269,287,759,35.82037,255,1,1991,1505,2795,731,2416,679.011719,6,0,312,293,-2495141.56635845,878920.727775931
270,285,772,13.706361,280,1,2174,1360,2725,653,2358,577.520264,12,1,313,293,-2498035.63705004,874482.777864302
271,287,762,12.477362,263,1,2474,1054,2517,530,1817,49594.257812,44,2,312,294,-2499052.1259696,880818.606986868
272,284,779,13.064723,305,1,1875,1223,2364,585,2151,936.63031,37,1,314,294,-2503231.725429,875664.864177791
273,285,768,13.350143,281,1,2298,1163,2546,573,1941,8406.327148,29,2,313,294,-2499409.87167597,878545.81187322
274,285,778,12.965229,289,1,2118,1325,2628,666,2400,799.918274,16,1,313,293,-2502353.3846597,873668.437029143
275,286,771,14.158368,273,1,2478,1345,2902,659,2346,1186.052856,18,2,313,293,-2498248.16220064,875584.109614266
276,284,785,14.214069,300,1,2028,1325,2584,642,2381,440.073761,13,0,314,294,-2503655.34265901,871664.107850757
277,287,760,15.525292,262,1,2233,1089,2402,570,1976,53223.972656,36,2,312,294,-2501543.23853266,882629.690545157
278,285,769,14.819494,286,1,2200,1468,2888,693,2502,49070.933594,20,1,313,294,-2502725.94407237,880889.881578138
279,285,776,13.094565,282,1,2480,1218,2742,599,1994,17866.681641,29,1,313,294,-2496986.99106487,871773.33377687
280,284,784,13.817412,291,1,2564,1250,2827,643,2203,695.050354,19,1,313,293,-2499155.53704225,869966.441503627
281,285,771,12.381948,295,1,2249,1254,2629,614,2099,4384.227051,26,2,313,294,-2500127.95944175,878189.124450145
282,285,778,12.965229,289,1,2118,1325,2628,666,2400,799.918274,16,1,313,293,-2502863.19695343,873071.038224989
283,285,776,13.198891,298,1,2265,1182,2518,626,2191,789.677795,34,3,313,293,-2501589.13365936,875537.422099076
284,285,772,18.161554,287,1,2120,1513,2916,661,2430,505.639404,22,0,314,294,-2501297.06984041,877133.579730469
285,280,668,13.858212,326,1,1906,1802,3127,787,2996,454.267944,17,1,315,293,-2277979.78465303,926617.981370796
286,278,678,14.027228,365,1,1995,1402,2668,663,2167,544.503723,121,4,314,294,-2279532.58788071,922844.109219291
287,281,662,14.993167,312,1,1593,1703,2780,768,2635,408.915833,18,1,315,293,-2276669.22310691,930682.238622826
288,281,668,14.163336,315,1,1751,2051,3356,870,3115,699.472839,13,0,314,293,-2274558.48746558,924045.456273739
289,281,667,13.508274,317,1,1705,1689,2853,741,2963,506.596344,10,1,315,293,-2277377.65141155,927922.2984107
290,279,674,14.56389,342,1,2005,1645,2983,750,2776,478.906738,37,0,315,294,-2279113.6092562,923312.161421195
291,279,673,11.990685,382,1,2263,1363,2812,618,2130,498.692169,139,9,314,295,-2286056.81902865,929066.119452184
292,280,671,12.521823,328,1,2058,1543,2914,677,2595,483.801605,84,6,315,293,-2283213.17108716,926005.103955688
293,277,740,13.552366,349,1,2012,1592,2895,787,2869,476.353088,16,1,314,293,-2357621.4097054,885561.094045651
294,277,735,17.589949,337,1,2293,1784,3354,868,2808,1062.348755,8,0,312,293,-2360766.60678352,886766.346908653
295,277,735,14.338501,345,1,1952,1727,3081,774,2591,1026.44458,12,1,313,293,-2365855.29068814,887556.330197503
296,277,740,13.552366,349,1,2012,1592,2895,787,2869,476.353088,16,1,314,293,-2357633.71142422,885894.372557768
297,282,653,13.626806,293,1,2130,1684,3132,768,3081,883.643127,12,1,315,293,-2296999.45854542,938660.613170395
298,290,467,14.269734,282,1,1508,2607,3871,1105,4188,500.80011,6,0,315,293,-2167441.52811063,1045475.6138766
299,291,465,13.546654,285,1,1652,2793,4275,1033,4547,587.133728,10,1,315,291,-2159889.11966268,1049560.83498791
300,291,471,15.203707,280,1,1822,2107,3408,1043,3826,545.428772,3,0,314,293,-2161556.13469831,1045740.48866879
301,290,467,14.269734,282,1,1508,2607,3871,1105,4188,500.80011,6,0,315,293,-2167569.14409749,1045980.85957009
302,291,476,15.374821,280,1,1651,2292,3569,1019,3887,365.29715,3,0,315,293,-2161980.49333585,1042816.28883572
303,291,465,15.312682,283,1,1891,2477,4017,1057,4250,673.237488,6,0,315,291,-2161812.8736381,1048289.17338408
304,286,502,16.99655,321,1,1556,2136,3336,869,3645,531.306763,9,0,315,293,-2168035.90081617,1015476.18845604
305,286,503,16.903275,310,1,1812,1966,3308,833,3598,592.003113,10,0,315,293,-2165821.09993541,1015530.49296034
306,284,501,11.455265,358,1,1357,1812,2751,809,2998,452.639191,35,5,316,295,-2169338.72903449,1018199.77579299
307,286,498,13.700146,313,0,1281,2197,3203,877,3666,264.930756,16,1,NA,NA,-2163210.26792734,1020384.72840921
308,285,502,16.623333,341,0,956,1775,2420,806,3036,478.357574,15,1,NA,NA,-2169703.05414157,1017577.95808963
309,285,496,13.570457,341,0,1165,2064,2949,824,3346,44.121166,34,2,NA,NA,-2170355.7857334,1021207.98681523
310,279,746,17.002682,323,1,2229,1663,3143,828,2699,13950.90918,13,1,312,293,-2350971.32796983,882547.393357849
311,278,748,12.594974,337,1,2122,1650,3071,779,2549,42439.667969,11,2,312,293,-2350821.80336679,881836.890944282
312,278,741,16.813145,325,1,2576,1563,3236,795,2639,1371.323975,9,0,311,293,-2355273.74781764,882290.44528492
313,279,740,13.334081,312,1,2529,1638,3296,832,2667,1264.964844,7,1,311,292,-2351601.22223527,884990.962280894
314,279,738,17.97534,322,1,2569,1698,3404,876,2749,1269.556763,7,1,311,293,-2354022.10282258,886520.858577454
315,279,738,13.631271,321,1,2333,1822,3429,897,2922,1074.997681,5,1,312,292,-2353068.80488389,885881.144910121
316,281,571,14.50538,337,1,1577,2391,3637,1057,3481,670.044067,13,0,314,293,-2268466.95743398,980023.028196492
317,282,566,13.947218,322,1,1888,1965,3308,919,3476,1143.364868,9,1,315,293,-2268939.29039821,982490.663350317
318,282,568,14.033204,317,1,1975,2269,3756,1089,3546,768.707703,7,0,314,292,-2262291.96040261,980810.149044503
319,281,571,14.50538,340,1,1411,1936,2873,1033,3406,659.027405,12,0,315,293,-2269556.22627717,980449.107626096
320,281,572,17.797588,326,0,1243,2745,3784,1224,4143,374.922699,15,1,NA,NA,-2272646.975327,979572.187239275
321,282,532,13.706361,329,1,1569,2558,3847,1106,3928,523.813232,11,0,314,292,-2282347.42537005,1012482.89456798
322,283,524,14.50538,322,1,1852,1912,3221,868,3294,7093.425781,10,0,316,293,-2283562.93322296,1019001.51178449
323,283,531,13.812233,323,0,1279,2831,3961,1145,4203,511.477844,15,1,NA,NA,-2282211.74468065,1013537.06928081
324,284,526,14.697181,308,1,1717,2281,3619,989,3598,704.780273,11,2,314,292,-2282287.49167881,1015047.14498262
325,283,525,13.228285,313,1,1408,2232,3302,959,3409,1083.897339,14,1,315,293,-2285298.95905974,1018014.16039043
326,283,529,16.475552,310,1,1605,2478,3811,1009,3799,576.452271,12,1,314,292,-2283693.20747509,1014491.0238332
327,282,567,14.510559,321,1,1991,2132,3622,963,3278,830.297119,5,0,314,292,-2265223.92839001,980994.148583964
328,284,526,16.992664,305,1,1753,2133,3466,910,3694,692.391235,9,1,314,292,-2279528.18294425,1015607.05604253
329,282,571,13.583061,324,1,1738,2183,3482,1001,3652,580.029907,6,1,315,293,-2285665.11906094,985577.21647103
330,281,592,13.812233,332,1,1656,2518,3884,1083,3689,751.073608,5,0,314,293,-2292015.83280461,977992.425540048
331,280,581,14.027228,344,1,1873,2294,3770,970,3492,802.303162,11,0,315,293,-2290303.36302719,983762.801466838
332,282,571,16.005829,318,1,1957,2279,3748,1074,3793,684.993103,5,0,313,292,-2296759.28616267,989743.171907215
333,280,579,13.437435,357,1,1708,2052,3342,839,2925,772.135925,16,1,315,293,-2290706.38707965,985738.447853898
334,284,531,13.004481,310,1,1381,2259,3340,955,3759,309.143585,23,1,315,293,-2248471.01954351,1004586.70043426
335,285,527,13.706361,286,1,1787,2033,3370,872,3670,478.012207,7,1,315,293,-2240272.94292154,1005356.80487757
336,285,522,35.82037,287,1,1406,2182,3247,969,3282,459.057861,5,0,313,293,-2248847.02169791,1008458.3556574
337,284,534,16.59,306,1,1692,2116,3406,899,3670,625.53717,7,0,315,293,-2247919.84518196,1002833.94039872
338,282,567,16.813145,325,1,1557,2510,3781,1083,3699,30588.658203,11,1,315,293,-2269877.18811425,981520.08612216
339,277,666,11.42632,394,1,2338,1338,2797,652,2027,978.856018,97,5,313,294,-2316334.90009461,946133.150978851
340,280,660,12.678527,339,1,2264,1422,2847,706,2520,1036.972534,20,2,314,294,-2315819.71352223,945605.47403469
341,282,666,13.703244,303,1,1648,1893,3100,769,3034,700.464661,9,0,315,294,-2313276.78837118,936918.291199893
342,282,657,15.075742,304,1,1784,1879,3156,793,3297,980.582031,8,1,315,293,-2310636.09962525,940595.268261433
343,282,656,19.505112,304,1,2006,1817,3235,798,3250,1006.556396,20,1,315,293,-2309845.88539394,940360.293795428
344,280,662,11.959275,345,1,1953,1567,2851,742,2740,883.722229,50,6,315,293,-2308873.33335025,940091.785820078
345,282,654,14.590748,301,1,1751,1853,3088,836,3187,733.88147,21,0,315,293,-2301886.40132913,940172.861364281
346,281,647,11.959358,322,1,2007,1518,2786,773,2906,680.86322,22,3,316,294,-2301823.54001332,947393.728473275
347,282,664,13.68239,309,1,1984,1588,2867,768,2624,981.158386,14,1,314,294,-2291632.56567315,931754.019750903
348,281,660,14.510559,319,1,2063,1609,3014,683,2722,689.555603,15,0,314,294,-2291152.76607256,937833.305534313
349,279,660,12.288163,337,1,2053,1486,2822,688,2582,1301.420898,117,2,314,294,-2289427.578084,937931.642106262
350,283,666,14.033204,282,1,1886,1879,3201,852,3156,1063.422974,8,0,315,293,-2293490.57072884,928313.400702078
351,283,661,14.169894,281,1,1764,2282,3695,949,3502,37145.796875,6,1,314,293,-2298287.71087284,932488.315121721
352,281,670,15.312682,306,1,2253,1784,3345,846,3059,1002.274475,10,0,314,292,-2340359.03068459,937371.897598284
353,282,669,12.800632,309,1,1540,1898,2992,850,3114,3382.316895,48,2,315,293,-2296231.2848448,928144.971778092
354,281,614,12.415272,325,1,1759,2009,3339,790,3438,215.676041,30,4,315,293,-2299876.87636025,967899.246609966
355,278,626,11.569073,421,1,1946,1508,2765,689,2586,803.282959,80,4,315,294,-2299469.21214,964269.461014023
356,279,629,11.09101,368,1,1806,1585,2780,735,2437,243.687393,121,8,315,294,-2291405.96195747,958131.202856841
357,280,636,12.7188,338,1,1732,1597,2771,677,2514,311.520172,40,1,315,295,-2296707.61818594,955594.56971762
358,280,620,13.889937,351,1,1874,1601,2831,745,2422,577.238342,19,2,315,294,-2294094.48025761,963763.809311073
359,279,624,13.583061,365,1,1916,1569,2838,729,2459,193.870911,21,1,315,294,-2293516.39364477,962791.391116685
360,282,572,18.093777,322,1,1907,2163,3584,1013,3382,886.26825,8,1,313,293,-2265841.22117618,979876.538615438
361,279,662,11.067088,375,1,2408,1203,2663,606,2074,574.74884,106,8,312,295,-2293011.70855296,939344.209449986
362,281,650,14.47911,318,1,1326,1606,2489,715,2938,788.526917,40,2,315,294,-2290918.13882616,943982.851061169
363,281,651,14.214069,313,1,1783,2140,3523,884,3588,940.333008,9,0,314,293,-2286752.85606779,942309.628686061
364,279,654,16.396927,336,1,1773,1476,2608,720,2658,379.834473,39,1,315,293,-2284606.8392842,942439.148485354
365,281,647,13.459064,305,1,1578,1994,3184,818,3630,966.943665,8,1,314,293,-2289270.80080364,944974.236977906
366,279,650,15.016452,347,1,1791,1631,2828,728,2788,358.359406,33,1,315,294,-2283706.6073528,945412.085774527
367,292,333,35.82037,270,1,2173,1331,2667,675,1792,16138.800781,0,0,310,293,-2157002.86891027,1120113.74338813
368,292,389,35.82037,264,1,1939,1691,2988,822,2617,32317.722656,3,0,315,293,-2171683.19928231,1085482.40058768
369,291,437,14.393293,270,1,1537,2270,3425,1041,3850,483.813629,6,0,316,293,-2158963.87691588,1059707.32522218
370,289,410,14.619534,292,1,1548,2351,3527,1102,4068,495.725494,5,0,315,294,-2189796.16094479,1074367.13812946
371,287,495,18.183729,283,1,1395,2265,3333,1004,3680,538.389282,10,1,315,293,-2196331.0836107,1013192.3948272
372,286,439,13.68239,318,1,1450,2528,3730,1048,4083,444.681915,11,0,315,293,-2249795.66431196,1074807.6808706
373,294,368,13.68488,270,1,1363,2198,3249,910,3323,288.452179,4,1,315,292,-2247268.12512368,1135627.03610891
374,292,354,14.720375,286,1,1526,2493,3716,1122,3804,287.232117,7,0,315,292,-2214176.43469263,1132673.03608281
375,294,376,35.82037,266,1,1552,1857,2945,834,2671,323.122833,1,0,315,292,-2262726.60502575,1134627.35701932
376,290,405,12.077423,317,0,1031,1920,2643,857,2582,106.892151,35,3,NA,NA,-2265694.05152076,1111663.06948618
377,291,457,16.698977,268,1,1999,2221,3721,1012,3803,569.290894,5,0,315,292,-2161137.68447434,1051046.67673915
378,286,527,17.862127,272,1,1608,2064,3255,912,3855,561.386597,10,1,315,293,-2189817.05500971,985632.036846048
379,283,584,13.169585,295,1,2227,1924,3485,959,3282,841.352783,7,1,314,292,-2227649.03945418,962563.30110715
380,280,641,12.356929,348,1,1506,1721,2758,752,2727,379.492859,97,2,316,294,-2283333.40258423,949639.153052649
381,282,537,11.868653,326,1,1457,2145,3266,852,3374,640.491882,15,3,315,293,-2322307.94402843,1012113.13860663
382,286,599,13.163721,338,0,1061,1849,2582,836,3108,665.074341,14,1,NA,NA,-2411787.60243882,1000122.26786111
383,285,574,13.897601,270,1,1516,2168,3341,908,3227,32271.949219,4,0,315,293,-2193679.02535013,951749.901039742
384,285,566,35.82037,271,1,2088,1846,3290,853,3177,40518.414062,5,0,316,293,-2187372.96707685,954202.28824797
385,285,549,16.356676,268,1,1627,2252,3507,967,3747,740.573792,8,0,315,293,-2187764.91962386,966220.326751503
386,285,552,13.894554,266,0,1220,2029,2864,992,1970,62073.789062,10,1,NA,NA,-2190757.64967412,965966.195971426
387,282,581,16.005829,317,1,2206,1964,3553,911,3393,802.857422,7,1,314,293,-2312946.21739573,989934.610172352
388,285,594,15.309151,334,0,1236,1785,2627,822,2928,613.924561,14,1,NA,NA,-2404630.13376255,998258.922947448
389,290,360,18.03174,315,1,1581,2599,3962,989,4170,591.250549,11,0,315,292,-2206070.81758496,1124010.68444277
390,291,360,13.254071,298,1,1691,2808,4337,1046,4568,711.116577,12,1,315,291,-2200252.51820381,1120833.58299181
391,291,346,13.371675,299,0,1115,2863,3853,1150,4204,219.737915,10,1,NA,NA,-2199916.56378355,1132247.95944341
392,289,355,14.510559,317,1,1611,2692,4076,1049,4230,445.887939,11,0,315,292,-2202215.48538865,1126646.60349073
393,291,353,17.919907,289,1,1475,2881,4264,1057,4790,560.013428,8,0,315,291,-2194547.03484586,1122199.10567922
394,291,355,15.76139,289,1,1789,2259,3632,999,3824,519.658325,23,1,315,291,-2197056.65001104,1121395.41930116
395,284,657,14.650978,272,1,1998,1961,3371,925,3389,907.726685,11,1,314,293,-2178312.46814375,891856.759322258
396,285,768,29.769123,251,1,2324,1213,2617,630,2060,884.798401,7,0,312,294,-2471110.75374685,854783.907865266
397,285,701,14.163336,286,1,2335,1510,3021,740,2620,545.708557,12,0,314,293,-2454300.25463345,912948.376451449
398,282,759,13.520923,285,1,2719,1501,3269,754,2423,1532.761353,11,1,311,293,-2308301.71877157,863792.373411142
399,277,769,12.673625,307,1,1586,1675,2717,794,2719,832.854065,14,2,315,293,-2399504.7534354,863358.680547623
400,290,376,14.969356,301,1,1474,2567,3838,990,4348,432.407043,7,0,316,294,-2196862.97228563,1105151.86264825
401,282,812,13.894554,264,1,2436,1579,3183,774,2675,1431.489746,8,0,313,293,-2105926.41533524,815035.267763216
402,286,825,19.66939,194,1,2624,1084,2617,582,1794,23076.064453,7,0,313,293,-2041050.34864403,787837.338733676
403,283,839,18.807726,229,1,2422,1181,2624,618,2151,1268.59082,11,0,313,293,-1965121.16780302,784611.003008171
404,284,844,13.897601,215,1,2441,1399,2948,678,2437,1754.370361,8,0,312,292,-1960627.9122698,780809.06694847
